perf_id,position,footnote
1136035,0,Birthday compliment to Richard Kennard
1131691,0,First quarter of Rutland S Royal - 4.
1131691,1,First quarter TB Royal - 1.
1123702,0,First quarter peal rung in the method.
1123702,1,A belated compliment to the London Borough of Lambeth on the renovation of their Victorian & Edwardian stenchpipes.
1127361,0,Rung with 'get well soon' wishes to Geoff Pick.
1086687,0,Rung as birthday compliments to Dawn Colley and Nicola Hibbert
1150919,0,96th.birthday compliment to Bournemouth School for Girls
1150919,1,For Hampreston Quarter Peal Day
1150919,2,First spliced minor 1
1069659,0,"Rung as a thanksgiving for the life of Stephen Reed, 6th June 1942 - 7th January 2014. Steeplekeeper and loyal member of the St Kyneburgha band of bellringers for 22 years."
321889,0,1st Quarter Peal: 1; 1st inside: 2.
1074626,0,For Rosemary Goldthorpe's 12th birthday.
1143846,0,Rung as a 50th birthday compliment to Donna Hutchings.
1143846,1,800th peal: 5
1095436,0,"First in method 2, 3 and 5."
1139626,0,"1st Quarter Peal of Surprise Major: 2. In memory of Jennifer Milroy, family friend of 8 and former resident of Frodsham who died yesterday."
321201,0,First in method for all.
321175,0,1st Stedman 4.
321175,1,To congratulate Rev. Sue Burchell on gaining an MA.
1715895,0,"~Rung to celebrate the arrival of Freddie Jones, a new cousin for the Conductor."
1100780,0,"In memory of Colin Ashworth, on what would have been his 86th birthday. Colin rang in a total of 5,180 towers."
433367,0,500th peal: 1
384573,0,First away from cover - 1
384573,1,First in m - 3
1095951,0,First in method - 1
1095951,1,Rung by all the members of the New York Branch Committee for 2014-2015.
321245,0,First quarter peal 1.
321245,1,Rung prior to Deanery Confirmation led by The Bishop of Chichester. Also as a compliment to Peter Hurcombe from Rachel his grand-daughter
321217,0,"1st in variation - 2,3,4."
1450423,0,Post-breakfast quarter peal.
1450423,1,Most changes of method in a quarter for: 2.
1450423,2,(Rung also for the Lincoln Diocesan Guild)
1450424,0,50th quarter peal together: 3 & 5.
1450424,1,(Rung also for the Lincoln Diocesan Guild)
1045525,0,Celebrating the birth of Helen Sandstrom's daughter yesterday afternoon. We look forward to Helen ringing with us again soon.
1045525,1,Rung after meeting short to practice doubles methods.
1045525,2,(Rung also for the Australian and New Zealand Association of Bellringers)
1108399,0,1st in the method: 2 and 3
1108399,1,For Hampreston Quarter Peal Day
1086900,0,1st of Grandsire inside: 2
1086900,1,For Hampreston Quarter Peal Day.
321181,0,250th peal together - 1 and 4.
321164,0,First Quarter 1
321240,0,"To welcome Daniel Jack, son of Steve and Sarah Lamb."
321216,0,Rung by a resident band for the start of the OUS Dinner Weekend.
321216,1,First in method for all.
1062275,0,"In thanksgiving for the life of Gareth Andrew Barham, son of the Vicar of Ponteland."
1121847,0,In memory of Max Sam Tordoff
371806,0,First in method by all
1102405,0,100th together: 3 & 8.
407404,0,Circled the tower: 2.
1209163,0,Rung silent and non-conducted
1583120,0,"First quarter in the method. Fabian Bob: 34.16X36.14.36-14. 90th birthday compliment to Lloyd's Gran, Joan Foskett."
1072681,0,"Rung half muffled following the funeral of Mrs Vera Setford, mother of Marion."
322439,0,"Rung in loving memory of John Charles Harris 1937-2012, husband of Pam. First quarter 6."
1145246,0,"In grateful thanksgiving for the life of Geoff Clark, ringer at Bourton-on-the-Water, honorary life member of the Gloucester & Bristol Association, and thoroughly nice man."
1085601,0,Birthday compliment to Cerys Bracher.
1085601,1,Also Bon Voyage to Jan & Frog going to Australia.
1085601,2,First Rutland S Royal 2.
1071121,0,First inside in method - 4 & 5. First in method as conductor - 7.
1071121,1,"Rung for our friend, and pro-ringing Curate, John Smith who is moving on to take charge of his own Parish. We wish him all the best."
1085286,0,I memory of Betty Doreen Stone who's funeral took place here earlier today. Betty had been a parishioner here for over 70 years.
1113909,0,First in the method by all
1113909,1,1100th together - 2 & 4
1135740,0,First in method: 7.
1127736,0,Rung after meeting too many for minor
