perf_id,position,footnote
120698,1,200th peal - 5
120698,2,Rung half-muffled in respect of three recently deceased parishoners.
1867926,0,1st as Conductor.
1867926,1,1st QP by a local band.
1090719,0,Ist in m: 3 & 6
1090719,1,Ist blows in m: 6
1083706,0,"1260 Bob Doubles rung to celebrate the Birth of Emily Amy Lock, on 24-01-12 daughter of Trevor (Tower Captain) and Rebecca Lock. Grand-daughter of Mervyn and Jocelyne Lock"
394065,0,Rung to wish Colin Ashworth a happy 84th birthday.
394065,1,"1,000th peal for the Association: 3."
1973059,0,"1,700th peal: 4."
1973059,1,"2,750th peal: 8."
393678,0,First of Treble Bob - 1.
120678,0,First in the method....4
120687,0,1st quarter peal in the method : 4
979802,0,First in method as conductor.
1565740,0,"In thanksgiving for the life of Doreen Patricia Mills, 13/10/1924 to 10/01/2012. A resident of Salford Priors for over 60 years."
424346,0,First peal in the method.
424346,1,Broadgate S Major:
424346,2,b 36-56.4.5-5.236-2-5-34-1
393676,0,250th quarter peal together : 4 & 6
120682,0,Rung on the simulator (£3.20)
120688,0,1st quarter peal in the method : 2
1134533,0,On a quiet practice night.
377492,0,Rung prior to Evensong.
120683,0,With thanks to John Bauld for standing in at a moment's notice.
120683,1,To mark Colin Searle's 50 years of ringing.
120683,2,For Evensong.
1082120,0,For evening service.
1082120,1,First Stedman Triples - 4
120597,0,Rung for Morning Service
1116745,0,Rung for Evensong
120660,0,"Rung immediately before Candlemass, at which our Rector The Reverend Canon Edward Bryant took his final service before his retirement. We were pleased to welcome Brenda Davies in the band, Father Edward was best man at her marriage to her late husband Nick. This quarter was also rung to mark the birth of Richard and Lesley Kennard's fourth grandchild Jasmine Arwen Andrews."
120619,0,Rung prior to the service of dedication of the memorial plaque to Capt. Harry Churchill Beet VC.
120619,1,1st on eight 1 & 8.
120615,0,Rung prior to Christingle service.
122349,0,Rung for the Patronal Festival.
122349,1,Circled the tower: 5.
122349,2,"100th peal together: 8,10."
1132204,0,For the Christingle Service.
122351,0,"Dedicated to the memory of The Honorable Kevin Hagan White (1929-2012), Mayor of the City of Boston 1968-1984. Mayor White lived opposite the Church of the Advent on Mount Vernon Street and was familiar with these well-known bells."
122351,1,First S: 4.
1245207,0,21st birthday compliment to Hannah Branch for 3rd February.
120704,0,Birthday compliment to 3.
120704,1,First as composer since yesterday.
120704,2,Rung on UBSCR dinner weekend.
1077987,0,First as conductor on eight bells.
1077987,1,First on eight bells: 1.
1077987,2,"Rung to congratulate the conductor on his thirtieth birthday and to welcome William Johannes Hayes into the world, first grandchild for the tenor ringer."
122350,0,For Evensong.
122474,0,To wish Gareth (ringer of 6) all the best in his new job and to welcome Barry (ringer of 4) to Calne.
122474,1,For Evensong.
122474,2,(£2.50)
1929413,0,Rung before Evensong to celebrate the recent birthdays of Doug Petipher and Mary Borlase.
436164,0,"Rung silent and non-conducted, with pairs drawn beforehand."
120598,0,"1st on 12 - 2,3,4,5,6,8,12 and as conductor"
1073918,0,Rung for Candlemas.
1129318,0,"Rung half-muffled in remembrance of Dr. Shirley Anne Sumerel Smith, mother of the 5, grandmother of the 6, ""cousin-in-law"" of the 2, and friend to Grace Episcopal Church, Charleston, SC"
1063064,0,Rung for Choral Evensong (with apologies to the band from the conductor for not meeting early enough to complete the planned quarter peal).
1033687,0,1st in method: 7
1033687,1,1st as composer for a couple of weeks or so.
1049878,0,Rung for Candlemass. First quarter peal - Tommy David. First quarter peal on the tenor - Ian Nunnally. First quarter peal as conductor
1077988,0,"For Churches Together in Congleton service. 1st Major and Treble Bob, 1."
1077988,1,(BD)
122786,0,"Rung in memory of Kathleen Smart whose funeral is tomorrow in Paignton. She passed away 2 weeks short of her 105th birthday. Also, 61st birthday compliments to Roger Benney, brother of Brenda."
122786,1,First stedman; 1.
120608,0,For Candlemas & Birthday Compliment to Nigel.
120608,1,First in method as (C).
120650,0,First Stedman inside: 2
122707,0,First quarter on 8 bells : 2.
122707,1,For Evensong.
122707,2,"Also rung to mark the 70th anniversary of the first ""Desert Island Disks"" broadcast."
393669,0,Most Spliced Surprise Major: 2
393669,1,A residents peal
120639,0,First Attempt 1
442543,0,For evening service
120621,0,1st Quarter in the method by all the band. Rung for Candlemass to mark the election of Linda Bromfield as President of the Northern Branch of the Lincoln Diocesan Guild yesterday.
1008484,0,Rung immediately following Evensong.
120685,0,First of minor - 2
1137785,0,Completes the S8 alphabet - 4.
1137785,1,Rung before Evensong.
1077021,0,First in method:3
120787,0,Ruby Wedding compliment to Maureen and Geoff Munslow and 64th Birthday compliment to John Haydon. Also best wishes to Heather Howell on a speedy recovery. For Evensong.
1135540,0,For Evensong.
370652,0,Rung for Choral Evensong
393673,0,"75th quarter peal, all on these bells - 6. Rung for Evening Prayer and as a 20th wedding anniversary compliment to Terry and Evelyn Evenden."
455484,0,Rung for Australia Day.
455484,1,"First peal of London: 2,6."
1145326,0,"Rung to celebrate the christening on 5th February, at St Bene't's church in Cambridge, of Benedict James Hardy-Phillips, son of 1."
1145325,0,Shortest quarter peal in the method for all
1290500,0,For evensong
120603,0,Rung for the christingle service
394064,0,"To welcome Alex John Freeman born on 26th January 2012, great nephew for 3,5."
394064,1,First peal at first attempt: 6.
1135114,0,Rung for the St. Mary's Kemsing and St. Mary's Wooodlands Combined Service
1102491,0,For evening service by the local band
1092173,0,"70th birthday congatulations to Barbara Rundle, Churchwarden."
1118713,0,Rung for evening service.
1118713,1,First in method 4 and 6.
1318347,0,1st in method: 2 & 6
1097043,0,Rung for Candlemas service.
120648,0,Rung to celebrate the 125th anniversary of the Hereford Diocesan Guild.
120648,1,"Also, birthday compliment to the tenor ringer."
1127075,0,Rung for the Civic Service.
120632,0,For Compline
1033598,0,For Society peal weekend. Ist peal on twelve bells - 6
122607,0,"For the Ruby Wedding of Revd Jack and Kate Wixon, before Sunday service."
122607,1,£5
1058687,0,Rung for Choral Evensong.
1058687,1,First inside on ten:3
122347,0,A birhday peal for Sue.
1583720,0,Rung in memory of Jennifer Murphy who was tower captain at St.Paul's Cathedral for five years and taught 1 and 7 to ring
1060311,0,"2,4 - first including St Clements"
1097425,0,In memory of parishioner Bruce Jackman
120643,0,For evensong.
120627,0,Rung for evening service. Andrew White's first quarter peal of major
405471,0,Rung to celebrate the 45th wedding anniversary of Alan and Sheila Spreadbury.
120827,0,Celebrating 150 years since the birth of Frederick Delius; born in Bradford 29/01/1862.
1585401,0,"Rung for the induction of Rev Andrew Carley as Vicar of St Paul's, Papanui."
413909,0,Jayne's first in the method.
412636,0,1st on treble. 150th together: 3&4. Most m/v by all except C. Rung on the back 5 of the front 6 after meeting short. For Evensong
120658,0,First of Stedman - 2
1113635,0,Rung as a 100th birthday compliment to Elsie Bellinger
1101895,0,For Evensong.
1101895,1,A birthday compliment to Clare Watkins.
1101895,2,7: First Grandsire Caters.
424349,0,1st in m for all. On Sunday within the octave of Burns' Night.
1105287,0,"In memory of Jean Meyerson, grandmother of 2."
1105287,1,"1st spliced: 2,3."
997056,0,"Rung for morning services to mark the Presentation of Christ in the Temple, the purification of the Blessed Virgin Mary and Candlemas, and held our Christingle."
997056,1,£1.50
377495,0,"First in method: 2, 5, 6, 7."
120742,0,"Second quarter in a series of three to celebrate the birthday of Hilary Rose. First quarter, first attempt for Rachel Anderson."
120653,0,60th birthday compliment to David Holdsworth.
120653,1,First peal in the method.
120653,2,c 36-56.4.5-5.236.4-5.4-4.7
1116750,0,"First of St Simons - 2,3"
1116750,1,"First multi method quarter - 1,2,3"
1116750,2,Rung for Evensong
120622,0,First Grandsire Triples - 3
362644,0,Rung as a 26th birthday compliment to Steve Bassett.
362644,1,First of Surprise Major: 3
362644,2,First of Surprise as conductor.
120637,0,Rung during the Society's peal weekend
120642,0,For Evening Service.
120642,1,50th together: 2 & 6
122348,0,Rung for the induction of Revd Richard Bradshaw as Team Rector of the Parish of Monkwearmouth.
1586815,0,First Quarter Peal - 8
1918194,0,"Rung as a 65th Wedding Anniversary compliment to Leslie & Rosemary Newman, Mother & Father in law of 4 and grandparents of 5 & 6. £3 donation."
1022097,0,Rung with 2 cover bells. 1st for 2012 : 1 and 6. To celebrate the recovery of 1 to full health.
1096710,0,Rung half-muffled (at a variety of strokes) for Holocaust Memorial Day
377493,0,3: First on 8
377493,1,First in method as conductor
377493,2,£4
123408,0,"For Patronal Festival Eucharist; Preacher Revd. Canon Peter Howell-Jones, Vice-Dean Chester Cathedral. F J Haydn's St Nicholas Mass."
120596,0,"Belated birthday compliment to Chris Musty, 75 on 4th January."
120602,0,The ringer of 3-4 is happy to be part of a band with an average age under 20
120602,1,:-)
120617,0,First as conductor.  Birthday compliment to treble ringer
120769,0,Rung following the celebration service for the completion of renovation work to the spire.
394062,0,"With thanks to Revd Stephanie Buchannan for her service, love and inspiration over the last 5 years and to wish her every success in her new appointment as Vicar at St John the Baptist, Wakefield."
394062,1,Barnoldswick TB Minor:
394062,2,3-34.1-2-1-34-3 lh16 (TDM 137077)
120659,0,First Surprise Major in hand: 7-8.
120554,0,"A fond farewell to the Rector of Bexhill, the Rev Canon Dr Edward F P Bryant, and his wife Pat, on their retirement. Circled the tower to peals of Grandsire Caters as conductor."
424341,0,Rung to celebrate the centenary year of the Ladies' Guild by members of the Eastern District of the Ladies' Guild.  The band was made up of ringers from each of the four counties of the District
120737,0,To welcome Oliver Daniel Hopwood born 20th January 2012
120737,1,First grandchild for John Hopwood
120737,2,Janet Hopwood would like to be associated with this quarter peal
120737,3,1st QP inside - 2
1104802,0,On UBSCR Dinner Day
1627794,0,For UBSCR Dinner Day.
393674,0,Rung on UBSCR dinner day.
393674,1,200th peal for the society - 6.
393674,2,100th peal together - 6 & 12.
442961,0,To celebrate Tony`s 70th Birthday
1068079,0,In memory of Jeremy Dugdale
120584,0,"Rung in thanksgiving for the life of Leslie G Smith, Guild member (d. 30/12/11)"
120584,1,"1st inside, 1st for the Guild - 3"
120584,2,"1st in method - 5,6"
424343,0,"First of Surprise ""inside"": 3"
424343,1,With best wishes to Clarrie Scott for her birthday on Monday.
1068078,0,50th birthday compliment to Ian Hunt by his friends and fellow ringers at Catherington.
1113332,0,In memory of Jeremy Dugdale
1033599,0,Silent and non-conducted.
120589,0,First Bristol Maximus - 7
196822,0,Completes the Stedman family 5 - 11: 2
394063,0,First peal: 1.
122337,0,"150th peal together 7,12."
122337,1,100th peal on a January day: 10.
393670,0,"Most Spliced Surprise Major: 4,6,7,8"
393670,1,A residents peal
1090718,0,Birthday compliment to Paul Arscott.
120593,0,Rung with the best wishes of the band to Margaret Oram for a speedy full recovery.
424347,0,1st in m:3
424347,1,To mark the centenary of the Surrey Association's Southern District
120563,0,1st Surprise 2
1084552,0,Rung during the town's monthly Farmers' Market.
120668,0,First attempt - 1
120668,1,First as composer
120668,2,Rung for the UBSCR dinner weekend
122364,0,Hunts District Monthly Quarter.
1120325,0,On UBSCR Dinner Day
1049877,0,Rung to mark the dedication of the Centenary Peal Board
1482909,0,"Rung for the January birthdays of Frank, Shirley, Miranda, Sarah and Gillian. Frank, Shirley and Sarah came and listened to the quarter."
1061111,0,1st on 12 - 3
1127887,0,First Minor - 1
1074966,0,Birthday compliment to Mike Godfrey.
122528,0,First quarter peal: 3
122342,0,On St Peter Mancroft Guild Dinner Day.
122342,1,"A 45th wedding anniversary compliment to Sheila and Alan Spreadbury, members of the Guild."
122567,0,£4
1093764,0,A farewell Compliment to Revd. David Jackson.
1093764,1,1st Plain Bob Triples 4.
122346,0,By a Ripon and Richmond band.
120556,0,"200th peal of Triples: 7. Rung as a compliment to Richard C Mitchell, a Rotherfield ringer from 1929 to 1961, who celebrated his 100th birthday on 5th January 2012."
120845,0,Rung by members of BUSCR and Friends of BUSCR on their annual dinner day.
1060481,0,Most methods - 2
424340,0,"1st in m - 4,5,6"
122343,0,Rung on the St Peter Mancroft Guild Dinner Day for the 45th wedding anniversary of Alan and Sheila Spreadbury.
1837676,0,First peal on the bells after major overhaul.
1837676,1,"Rang to mark the retirement of Fr. William A Butt, Rector of Staveley, who retired on 31/12/11."
1837676,2,"Also in thanksgiving for the life of Leslie G. Smith, who died suddenly 30/12/11."
1837676,3,Circled tower twice to peals: 1.
370651,0,For Society peal weekend. 1st of Stedman and on 10 bells - 4
120583,0,Birthday compliments to George Colman (91) and David McLean.
120583,1,500th peal as conductor
120583,2,Circled tower - 4 (Second lady to do so)
120583,3,Circled tower 8 times - 3
1124994,0,First in Method: 6
120600,0,"Rung to celebrate the centenary of the Swindon Branch, formed in 1911 - on the day of the centenary meal."
120600,1,"First date touch: 1, 3, 6, and 8."
122336,0,Rung for the Conversion of St Paul (25/1/2012).
122336,1,50th birthday compliments for Stephen Young (31/1/2012).
122336,2,"First peal: 2,5."
424345,0,"Rung as part of the Southwark Cathedral Society peal weekend, after deciding not to ring a peal due to injury."
1083070,0,Rung during the 125th Anniversary of the Hereford Diocesan Guild and prior to the Hereford District AGM at Hampton Bishop.
1046521,0,First Triples inside - 3
394292,0,On UBSCR dinner day.
1382449,0,Rung on Tower Dinner Day.
1382449,1,Birthday compliment to Helen R Barsby
1382449,2,50th peal - 5
1098040,0,First on 12:8.
1098040,1,Arranged and rung to commemorate the centenary of the first peal on the bells - Stedman Cinques on 17 February 1912.
393666,0,"First Duke of Norfolk: 2,3,4,5."
393666,1,This quarter is in no way associated with Beavis' blasted birthday!
393666,2,...or to put it another way.
393666,3,A birthday compliment to Robert Beavis for Sunday.
442978,0,"Rung to commemorate the life of Fred Paddock, former Tower Captain of All Saints, who died on 28th December 2011, aged 95."
442978,1,£1.20
1094525,0,Rung by the Wigan Branch Midweek Group. 300th Quarter Peal as Conductor.
120510,0,"Rung by Southern District members of the Surrey Association to celebrate the founding of the District on 27th January 1912, 100 years ago today."
120581,0,"The 500th quarter peal together for Graeme, Gill and Alec"
1691144,0,At the start of the society's annual dinner weekend. First on 10 in hand: 5-6
120669,0,To celebrate 40 years of Sunday service ringing at this tower by the ringer of the 3rd.
120669,1,In anticipation of the UBSCR dinner.
120669,2,Circled the tower - 1.
120669,3,Circled the tower as conductor.
120535,0,1st in method: 3.
1045281,0,Rung Half Muffled in Memory of Colin Michael Payne. Preceded by the Knell Peal (72 whole pull and stand)
1045281,1,Rung by Members HCBRS. Chris Higgins and Ruth Ball wish to be associated with this quarter peal
997054,0,A belated birthday compliment to Rebecca Weeks.  Circled tower: 3.
120537,0,1st peal of Treble Bob on an inside pair: 3-4.
120537,1,Rung for Society Peal Weekend.
409676,0,Most spliced: 5.
1136338,0,Compliment to Louise and Nick Stoddart on the birth of their twin son and daughter.
122335,0,"Specially arranged to commemorate the 84th birthday of Frank Bloomfield, local ringer and former tower captain."
1121525,0,Rung to celebtrate the Queens Diamond Jubilee year
120539,0,First peal of Royal on the bells.
120539,1,First peal of Royal on handbells: 9-10.
120609,0,First Quarter in Method:
120609,1,HMS Lancaster Delight Minor
120609,2,36x34.16x12x36x12x56-14
120564,0,1st Surprise Major 2
1104806,0,First on mini ring and wearing a coat and scarf: 5
1104806,1,First wearing ear muffs and stood of bale of straw: 2
1104806,2,Rung to mark the 1914th anniversary of the death of the Roman emperor Nerva.
120847,0,Method thought to be rung for the first time.
120847,1,Holy Brook Surprise Minor: 36x56.14.12x56.36x12x56 le 12 35264
122565,0,£4
377488,0,Rung as a birthday compliment to Joanne Waller.
441472,0,"Rung with the bells half muffled as a mark of respect and in memory of Councillor Bud Robinson, former Mayor of Lincoln, who died on Monday 16th January 2012 and whose funeral was taking place today. Bud was a Councillor for 25 years and was the 792nd Right Worshipful Mayor of Lincoln 1998/1999."
120792,0,First Quarter peal on Treble
440334,0,"1st 6 Spliced 2, 5, 6 and as C."
440334,1,Remembering Liesl Alexander of Oakington who died on 25th January.
120592,0,First peal in the method by all the band.
122566,0,£4
120547,0,With many thanks to Steve for ringing at very short notice!
1121723,0,"Rung in memory of Don Fellows, a much valued member of the St. Mary Nottm Sunday morning service band by members of the band and friends."
120546,0,1st quarter of minor 1
120546,1,Birthday compliment to Terry Lane.
370650,0,1st peal of Bristol: 2.
370650,1,Rung for Society Peal Weekend.
120544,0,First of Grandsire on her 50th birthday today - 2 - with the congratulations of the Roos ringers.
1056576,0,1st London Major 2. 700th Quarter on a Devon Tenor 8.
1056576,1,By The Saint Brannock's Society. £2.40
120613,0,On the 50th anniversary of Neil Skelton being elected a member of the Salisbury Diocesan Guild of Ringers
120457,0,For Australia Day and Republic Day (India) before the start of play at Adelaide Oval in the Test between Australia and India.
1585226,0,On Australia Day for a Citizenship Ceremony
377483,0,"Rung for Australia day. 1st in method and completes standard 8, 4."
1985203,0,"A fond farewell to Rev. Alison Fry upon her leaving Batheaston after eleven years of faithfull service, to join the Benedictine community at Mucknell Abbey."
1057098,0,"To bid farewell to Canon Walter Lewis, Rector of St Thomas' and President of St Thomas' Honorary Society of Bellringers, on his retirement."
1208170,0,"This composition was first rung at St Giles in the Fields, Holborn on 22 May 1799."
1208170,1,The first peal in the Stedman Triples 'Landmarks Suite'.
393675,0,60th birthday compliment to Helen Gearing
1940040,0,Birthday compliment to Paul Arscott.
1940040,1,First blows in method 2 & 3. 1/3
120502,0,RIP Rover and also Purdy (Bob's Cat).
1110162,0,First Quarter Peal: 1
1110162,1,"First Quarter Peal of Triples: 6,8"
1110162,2,"Rung half-muffled in celebration of the lives of David Newton, Alec Dannatt and Betty Fraser of this congregation and Don Fellows, Ringing Master of Holy Rood, Edwalton"
131851,0,Rung to celebrate the 25th Wedding Anniversary of Jacqueline and Craig Preston.
131851,1,"The ringers of bells 1 to 3 are regular practice night visitors, and the other five ringers are regular Sunday service ringers at Dalton-in-Furness."
120508,0,"Rung in memory of Jeremy Dugdale, Tower Captain of Corfe, Somerset, on the day of his funeral."
120508,1,£1.50
1940044,0,3/3
122333,0,Rung open in thanksgiving for the life of Harry E Wells of Harwell.
122564,0,£4
122332,0,"First in method: 3,4."
1940043,0,"First in method 3,5&6. 2/3"
1089299,0,1st QP inside: 4
1125411,0,First Minor: 1
1125411,1,First in the method: 2
120458,0,For Australia Day. 1st in method : 3 & 4.
122331,0,"Rung as a compliment to John P Partington, local tower captain, on completing 60 years as a ringer, all at this church."
122331,1,"Also to mark the 40th anniversary of the rehanging of these bells, this being the 417th peal on them in those 40 years."
122331,2,First peal in the method.
122331,3,Ribblehead D Major:
122331,4,-3-4-2-1-34-45-34.2.5 lh12 (d)
370648,0,"Wishing 'Bon Voyage' to the treble ringer, leaving for six months voluntary service with USPG in Gambia."
370648,1,£4
122330,0,First peal in the method.
122330,1,Vicars Cross TB Major:
122330,2,x56x1x56x1x2x1x4x3 le8 (j) fch Oa
1045128,0,1st in method for all the band.
1045128,1,"Rung to welcome Jasmin Arwen Andrews, great niece of ringer of the 2 born 25/1/2012."
122563,0,£4
1078254,0,"Rung to welcome Isabelle Louise Hetherington (born 21/01/2012) and congratulate her parents, Lizzie and Jonathan. 1st in m: 2."
1585023,0,For Australia Day.
1585023,1,13th birthday compliment to our latest recruit Gabby Ling.
1584974,0,In loving memory of Jennifer Murphy
1124370,0,35th Wedding Anniversary complement to Bill & Sue Liebow and also for the 20th anniversary of their move from Swindon to Bristol
120481,0,First peal in the method:
120481,1,-38-14-12-1238-14-38-78 le12
1056428,0,"Rung in memory of Jeremy Dugdale, tower captain of Corfe, on the morning of his funeral."
413908,0,First of major: 1
441464,0,First of Spliced Surprise Minor:  2
120507,0,Rung for the 125th anniversary of the Hereford DG
424338,0,18th birthday compliment to Kate Avery. Also birthday compliment to Mary Beresford (a bit older than 18).
1053420,0,Gill's QP day 2/4
1102801,0,First Inside: 4
1117441,0,Called jointly by 2 and 3. First quarter inside St. Simons and St. Martins 4.
1117441,1,Best wishes to Jane Marsters who should have been ringing with us.
120406,0,First quarter of Grandsire on an inside bell -2.
120406,1,A birthday compliment to the ringer of the 2.
120467,0,First quarter in the method by all the band. The tenor ringer has now completed seven Surprise Major alphabets to quarter peals.
442758,0,To salute the Haggis on Burn's Night.
442758,1,£4
120404,0,Birthday celebration 4
1079287,0,"Rung in memory of David Cook, a former member of the Eastnor band, who died on 8 January 2012 aged 88 years."
120429,0,First in method as Conductor
1069881,0,1st Quarter Molly Cooper(age 12)
394058,0,"In loving memory of Eric Saker, 15th December 1927 - 16th January 2012, uncle of the seventh ringer."
394058,1,First 8-spliced: 4.
377481,0,First blows in the method: 5
120447,0,"Dedicated to Alastair Karl Bloundele, son of Vivien, who died 24/11/11, aged 41.                                                                   £2.00"
120436,0,First peal at first attempt: 1
120436,1,First peal as conductor.
120436,2,50th Peal: 7
120436,3,Rung in anticipation of the UBSCR dinner.
1056246,0,27th birthday compliments to Liz Matthews.
1952685,0,First in method-2. 11th Birthday compliment to Connor Hodkin.
120448,0,First on ten away from cover - 1.
120448,1,Birthday compliment to Beth Ingham.
1045428,0,Rung for mid week Eucharist
123435,0,Wishing Mason a very happy birthday. 5 on 27th January.
377480,0,Rung by the local band to celebrate the 92nd Birthday tomorrow of our dear friend Ron Applewhite who is a long standing and loyal member of the local band.
377480,1,(No. 157)
1126647,0,"This quarter-peal is dedicated to the memoryof Ron Quinlan who joined the Sandford Orcas band when the bells were re-hung and ringing re-commenced after many years of silence.He was an experienced ringer and the remainder of the band were learners. His steady ringing on the tenor was a great help then and for many years, until mobility problems prevented him gaining access to the ringing chamber."
1584378,0,Rung to celebrate Tim Denham's Marriage and to welcome home Bill Perrins
1584378,1,"First blows in method: 2, 5"
1077992,0,To mark the major reduction today of the facility at Opperman Mastergear Limited of Newbury and also of 50 years 325 days service of Roy Pratley at Opperman Mastergear Limited.
120418,0,Rung in memory of Bryan Kitson of Epworth who died on 8th January 2012
122442,0,Rung on the back 6. To celebrate the consecration of Canon Tim Dakin as Bishop of Winchester this day in St Pauls Cathedral. 800th quarter peal 3
1091450,0,Prior to St Paul's-tide service.
1045288,0,Rung for the forthcoming marriage of Miss Hayley Louise Ketley and Lt. Nicholas Edward Smith R.N. whose wedding rehersal was taking place as the quarter-peal was being rung.
1905500,0,"Most methods, 2"
1985204,0,First London S Major as conductor.
1122432,0,For the 90th Birthday of Jo Attride (Mother of 2)
436163,0,82nd birthday compliment to John Grant
273449,0,"First in method 3. For Francis de Sales, Bishop, Teacher of the Faith, 1622."
411077,0,Birthday treat for Helen.
411077,1,Most Methods: 2 & 5; Most Minor: 3
1045727,0,Rung in celebration of the birth of Wyatt Vander Ploeg born today – related to the 2
1045727,1,50th quarter conducted by the 5
413037,0,First in method 5.
120395,0,First quarter in the method inside - 3. 100th on the bells - 6.
394054,0,Rung as a 13th birthday compliment to Nicola Hibbert (daughter of 5).
394054,1,Circled the tower to peals: 5.
122318,0,Arranged and rung as a compliment to Rowena on her birthday.
1088531,0,1st inside - 2
1088531,1,Rung on the simulator.
120352,0,A birthday compliment to Jim Towler
120388,0,To celebrate the birthday today of the conductor. ( clickety click)
1086378,0,First in methods 3.
122319,0,Rung to congratulate Tim Wraight on 60 years membership of the Kent County Association and Tom Barlow on 50 years membership of the Society of Royal Cumberland Youths.
122319,1,200th on this bell as conductor.
122527,0,First inside: 5
1044991,0,1st TB minor - 3-4
120387,0,First of triples in a principle - 3 and 6.
120387,1,First of Erin Triples - 2.
120387,2,75th quarter together - 5 and 6.
1825243,0,"Remembering Don Fellows, Ringing Master at Edwalton, who died on Saturday, 21st January, aged 81."
1825243,1,First peal in the method.
1825243,2,Parsonby S Royal:
1825243,3,"-30-14-56-36.14-34.50.16-16.50-56-90, Group C1"
120390,0,"Rung to welcome Alexander Hawkins to the Christian family, baptised here at All Saints, Sunday 22nd January."
122317,0,1st peal: 5.
122317,1,1st peal on 8 bells: 1.
441462,0,50th for the Association: 4
394053,0,With no thanks to London Midland trains for meeting short for Major and thanks to Phil Morgan for standing down.
1142727,0,An engagement compliment to Anna Christian and Neil Roberts.
1131395,0,"In memory of Clive Legg, a ringer at Upper Cam for over 50 years, who died recently."
1071742,0,"Rung as a farewell compliment to Ian and Val Calvert, moving to Essex"
1102799,0,"1st blows in method: 2, 3, 4 & 5. 1st in method: 6."
120383,0,"Congratulations to Alf who, at the age of 6 years and 335 days,"
120383,1,is probably the youngest person ever to have rung a quarter peal.
120383,2,"Older brother Henry said ""I'm glad it was Alf"" - and no hint of gritted teeth!"
122308,0,First peal of Maximus in the method.
122308,1,Kakadu D Maximus
122308,2,B -3-4-5-6-7-8.56.9.56.0.56-56.1.56-56 e
1208483,0,The following methods are rung for the first time.
1208483,1,Amazon Little Treble Bob Maximus:
1208483,2,mx -56-2
1208483,3,Dipole Alliance Maximus:
1208483,4,c1 -5-4.5-5.36.47.58.69.70.8-8.9-8-1
393651,0,1st of spliced Rutland & Yorkshire for all
120555,0,700th tower for a peal: 7.
1672157,0,1st peal on the bells in this location.
120322,0,"First in method: 3,5 and 6."
1135120,0,Rung at the conclusion of the Centenary Year of the Northern Branch of the W&DCRA
393652,0,1st 4-spliced Surprise Major 3.
120320,0,40th quarter peal and 1st Treble Bob on 8: 1
394049,0,150th peal: 4.
394049,1,"1,100th peal: 5."
1816039,0,"Rung in memory of Jeremy Dugdale, former captain at Corfe, Somerset"
455485,0,In thanksgiving for the life of Malcolm Cook of Campsall
394048,0,To mark the acheivement of reaching the South Pole on Jan 17/18th 1912 by Captain Robert Falcon Scott and his expedition.
122307,0,"To welcome Seren Hodge, a first granddaughter for Liz and Mike Hodge."
1191581,0,1st inside - 2; 70th birthday compliment - 2; 75th quarter - 5
411075,0,"Rung as a 92th birthday compliment to Ron Applewhite (26th Jan), of the local band. Ron is the oldest ringing member of the Lincoln Diocesan Guild."
