perf_id,position,footnote
990845,0,First quarter peal: 6.
990845,1,Rung for the Evening Service.
990744,0,After morning service.
990744,1,A big thank you to the three ringers who stood in at 24 hours notice.
1155618,0,1st of Triples on an inside bell for 4.
1155618,1,Rung as a farewell to Revd. James A Martin on his retirement from St. Michael's
1005240,0,Rung for David and Philippa's 30th wedding anniversary.  1st in minor method for 3.
991882,0,"To celebrate the marriage of Allison McMillan and Matthew Burrough at St Arnaud, New Zealand, on 29 January 2016."
990871,0,For Evensong
990837,0,Rung prior to Evensong.
990787,0,"First of Grandsire Caters, 3"
990787,1,Rung for the feast of Candlemas and as a birthday complement to Charles Wooler
1818931,0,For morning service.
990875,0,1st Superlative: 2
990875,1,50th together: 7 and 8
990875,2,"With congratulations to Michael Pospieszalski and Karen Henwood, and Alice Edgeworth and Joshua Kirk, on their recent marriages."
991059,0,First Men's Peal for the Society
991059,1,"First Peal with the Society: 2, 5 & 7"
990898,0,Rung for Christingle Service with 6 and 7 covering.
990898,1,Rung during Association Quarter Peal Week.
990857,0,Rung for A Sequence of Words and Music for Epiphany to Candlemas. A 75th birthday compliment to Gary Wignal.
1159526,0,"First Stedman Triples: 4, First in this tower: 2, 8"
991011,0,"For Candlemas & in thanksgiving for the life of Brian 'Bunger' Hall, uncle of the Conductor."
1155610,0,First Minor: 1
1155610,1,"By a local band, as a farewell compliment to Revd Helen O'Sullivan, moving to become chaplain at St Pauls Cathedral; following her last service in the parish."
990760,0,First of Surprise Royal for 2.
990760,1,Rung on the 50th anniversary of the first quarter for 2.
990821,0,1st on 10 - 4
1018188,0,"Rung to welcome our new curate, Sulin Milne, to St Peters."
1155615,0,To commemorate the lives lost due to gun violence and in hopes of of the reduction of gun violence in the future. Also in honor of the elected vestry members at Grace Church Cathedral.
990890,0,For Candlemas Carol Service.  50th of Grandsire as conductor.
990771,0,For Evensong
990970,0,Rung for Australia Day
990970,1,750th peal: 7
998294,0,Rung for Southwark Cathedral Society Peal Weekend.
998294,1,1st spliced: 2
990773,0,For Colesbourne Snowdrops
990775,0,"Rung in celebration of the life of Sir Terry Wogan, who died today, and to entertain the visitors to Croome Park."
990775,1,150th together: 2 & 5.
990963,0,1st spliced in hand: 5-6
990964,0,First Major - 4
990964,1,Circled tower - 7
990913,0,200th peal on the bells.
990999,0,"Rung as a thanksgiving for the life of Steve Herbert, 26.06.1971 - 27.01.2016. For 13 years Steve was landlord of the 'ringers' pub', The Old Spot, Dursley. He was a great friend and supporter of both Dursley ringers and St James church. Our thoughts and prayers are with Belinda, Tom and his family. RIP."
990754,0,Rung after morning service as a thanksgiving for the life of Joslyn Gittins.
1155608,0,"This Variation is now rung for the first time. Rung to celebrate the birth last week of 11 puppies to Flat-Coated Retriever 'Charlie' Goddard, companion of the Tenor ringer."
1155608,1,Flat-Coat Charlie:
1155608,2,"222 j/m (Brigstock Place with Plain Bob Plain as Bob, and Shipway Plain as Single)"
990991,0,Rung as a tribute to the Rev. Olive Cope on her recent retirement and award of the St Mellitus Medal. First in method - 2.
990819,0,Rung for Candlemas
1155602,0,Rung for Sunday service on the annual Whickham Trip
1887880,0,"In thanksgiving for the life of Wendy Coulson who died 22nd January 2016, friend of tenor ringer."
1887880,1,First Quarter Peal as conductor
1887880,2,Circled the tower to Quarter Peals: Treble & 5th
991062,0,For Candlemass Liturgy Service.
990850,0,For Evensong
990850,1,"First on 12, 7."
1155604,0,To congratulate Roger Bull on 50 years as tower captain of Holy Trinity and St Mary's and to mark his retirement.
1155619,0,For Evensong.
990804,0,"Isla's birthday touch, rung on the eve of her 4th birthday"
990968,0,Rung during Quarter Peal week for Evening Prayer.
990776,0,Rung as a 90th birthday compliment to Graham Bell
990847,0,Celebrating the 61st birthday of Dr David Picton today.
990847,1,First inside: Sophie Keeble
990847,2,First tenor cover: Eileen Keeble
991117,0,For Evensong
997750,0,"First quarter peal on ten, 3."
997750,1,Rung prior to Evening Prayer
990927,0,"Rung by the St Brannock's Society as a compliment to Father Robert and Christine Harris, shortly to take a new living in Plymouth."
990927,1,"400th quarter, 4."
997890,0,70th birthday compliment for 3
990835,0,Rung by T.O.G.S. in remembrance of Sir Terry Wogan
1155603,0,Rung to celebrate the 45th Wedding Anniversary of Carol and John Allison on January 30th.
1155603,1,1st of Single Oxford Bob Triples - 2
990827,0,Rung for Deanery Prayer Evening & 80th Birthday Compliment to Judith Weston (26th Jan)
991266,0,First away from cover: 1. First on 4: 2. Joint C: 3 & 4.
991266,1,"Congratulations to Paul Butler, Associate Vicar of Landbeach & Waterbeach, on his post becoming full-time."
991266,2,"Umpires: Ray Gambell, Dannie Gambell, Robert Stripe."
990822,0,1st in method - all except 5.
990921,0,"Rung to celebrate the birth of Rob's  Neice, Lucy Elisabeth Childs, born on 9th January."
990921,1,Also for Evensong
990833,0,"For Evensong and as a compliment to the Very Reverend Dr Philip Buckler, Dean of Lincoln, on his retirement."
990683,0,For Sunday service of Epiphany 4.
1902653,0,"1st on 12 - 5,8. 1st of Cinques - 7"
990842,0,Rung for Choral Evensong and dedicated to the memory of Julie Champion of Caversham. May she rest in peace.
990842,1,Kath White would like to be associated with this quarter peal.
991092,0,1st in m for all
991529,0,"Rung as a farewell tribute to Rev Canon Richard Brand, leaving this parish today."
990738,0,"First on an inside pair, 3-4."
990738,1,Rung in anticipation of the arrival of Sarah's mystery handbell purchase.
991392,0,It was Rupert's first of London as conductor
990818,0,For the Patronal Festival (3rd Feb).
990818,1,The first peal in the method.
990818,2,f -36-4-56-1-34-45-2-5
990840,0,"In loving memory of Maurice Teasdale (1944 - 2015), a true Morpethian."
990840,1,Method rung for the first time (extension of the Minor)
990840,2,.34 x 38.14.56.12.58.36 x 14 x 58.16 x 56.18  lh Mx
990870,0,Rung for evensong.
990882,0,Last peal on the bells before restoration work takes place.
990882,1,First Minor in the method for all the band (according to Pealbase) and almost certainly for the Association.
990846,0,For Choral Evensong
990846,1,RIP Terry Wogan
990966,0,First in burlesque attire: 6.
990966,1,With best wishes from the conductor to the Society for their support during his Mastership.
990720,0,Rung before Evensong to celebrate the birth of Silas Robert Venn (born 28 January). Nephew of 5.
990805,0,First of Surprise Royal as cond.
990805,1,"For Evensong on Katharine of Aragon (the first wife of Henry VIII) weekend.  She was buried in this place on January 29th, 1536."
1155605,0,"Following Solemn Sung Communion [Merbecke] with Candlemas Ceremony and Solemn Procession, anticipating the Feast of the Presentation of Christ in the Temple, which occurs upon Tuesday next."
1155621,0,First London Royal: 7
1155621,1,"Rung to welcome the Reverend Paul MacKay, as Priest-in-Charge, and his wife Sue to St Mary the Virgin, Prittlewell."
990852,0,Rung during quarter peal week for Taize Service. An 85th birthday compliment to Ken Jones.
1155601,0,For benefice service
990872,0,For Evensong
1903783,0,Evensong and in memory of Sir Terry Wogan who died today.
1155612,0,Rung as a farewell to Reverend Canon Bruce and Mrs. Sue Wakeling at the close of their ministry in Rushmere
990749,0,Most of Spliced: 6
990749,1,"With fond farewell compliments to Emma Louise Wakerly, outgoing organist"
990924,0,Most Spliced Surprise Royal for all the band and the Association
1155614,0,Rung on the light ten and prior to Evensong
990823,0,20th Birthday Compliment to Alexander M Fishburn
1886230,0,For evening service and SCACR quarter peal week.
1886230,1,First Yorkshire Royal by a local band.
990856,0,For evensong.
990880,0,"Rung in celebration of the life of Sir Terry Wogan, who died today aged 77, who entertain the nation for over 50 years."
991010,0,"In loving memory of Charles Arthur Forster, father of the conductor, who died on 17/1/16 at the age of 91."
991815,0,Rung for an otherwise located service.
990942,0,For evening service.
991058,0,First Ladies Peal for the Society
991058,1,Most methods: 3
991058,2,First St Clements: 2
991058,3,First Peal with the Society: 1
990778,0,First Quarter of Grandsire: 2. Rung for the Christingle Service.
990983,0,"Rung to celebrate the awarding of the Legion d'honneur to Bill Speake of Talgarth.  Bill learned to ring in the 1930's.  He landed on the beaches at Normandy on the first day of the D-Day landings, and was subsequently taken prisoner. In 1945 a quarter peal was rung at Talgarth to welcome him home following his release. Bill was still ringing into his 80's and most of the band rang with Bill when he lived at Kington (Hfds), we were pleased and honoured to be able to ring for his special occasion. The band would like to associate Bryan Giddings and John Clayton with this quarter."
990983,1,http://www.walesonline.co.uk/news/wales-news/welsh-world-war-two-heroes-10794702
1001045,0,First peal - 4
1001045,1,First peal on the bells since rehanging and retuning
1155611,0,"25th Quarter Peal and 1st of Rev Canterbury - 2. Rung in thanksgiving for the life of Sir Michael Terence ""Terry"" Wogan KBE DL who died today."
990907,0,First Triples away from tenor 1.
990780,0,First inside - 3
