perf_id,position,footnote
1211414,0,80th birthday compliment to Sheila Parry.
1211414,1,Julian Parker wishes to be associated with this quarter.
1211414,2,Sheila Parry S Major was first rung to a quarter peal in 2008 for Sheila's 70th birthday and is a provisionally named method in the CC Supplementary Collection.
1211251,0,"First qp - 6,  First inside 2."
1211251,1,Birthday compliments 5
1211394,0,"In memory of Alwyn Jones, a ringer at this church and treasurer of the Bristol Branch, who died on 14th January."
1335827,0,"Rung in memory of Ros Bell, former ringer at Wateringberry, Kent, and known by the Conductor."
1211299,0,First of tenor behind: 6
1211299,1,"With the best wishes of the band to Mike Martin on a speedy recovery, and to Debbie Phipps on her upcoming surgery."
1211299,2,Debbie has now completed all of LtR Level 3 after two quarters on the treble and one on the tenor.
1211408,0,With best wishes to Willow Campling on her first birthday
1211411,0,"In fond memory of Charles Turnbull, fellow ringer and friend of 4 and 5."
1211411,1,1st in method for all.
1211625,0,Rung as a belated Birthday Compliment to 5
1211398,0,"Rung in memory of Private William Stanley Lynn, Service Number 11891, Lincolnshire Regiment 8th Battalion. He died of his injuries on 2 February 1918, following his return home to Edenham."
1211383,0,"To commemorate the 65th anniversary of the North Sea Floods in 1953, in which 41 people died locally. Rung immediately before the service of reflection at the flood memorial at 3.00 p.m."
1211290,0,"Rung in memory of Joan and Raymond Thumwood, parents of Richard, who were married in this church on 28th March 1964."
1211472,0,"Rung as a thanksgiving for the life of David W Threlfall, formerly a Heathfield ringer, who died earlier in the day. First quarter in the method by all the band. 25th on the bells: 6."
1211347,0,100th quarter peal on handbells 1-2
1211348,0,First Quarter as treble to doubles
1211416,0,First inside: 2
1211406,0,First in method: 2
1211405,0,First as conductor
1211405,1,"First blows of St Nicholas Bob Doubles: 2, 5"
1211405,2,25th quarter peal: 5
1211694,0,To mark the 65th anniversary of the 1953 floods in East Anglia. Also with the bands best wishes to Gill Waterson for a speedy recovery. Birthday compliments to Chris McArthur.
1211401,0,Rung in Memory of R Gordon Corby
1211165,0,"Rung by the Tuesday Lunchtime Service band in thanksgiving for the life of Wendy Brickell who died last week.  Wendy was the wife of Ant Brickell, the organiser of the lunch time ringers to whom we send our love and condolences."
1211202,0,"Rung in thanksgiving for the life of Audrey Styles, grandmother of the conductor."
1211221,0,Because Louise needed a “V”
1211117,0,1st QP: Treble.
1211211,0,In memoriam Martin Powell of Hanbury.
1211203,0,"Most methods, and more doubles than Ed Mack - 5"
1211203,1,First ringing on the new ropes.
1211204,0,Rung in  Memory Of  Monica Scantlebury a  friend of  the  ringers.
1211223,0,With congratulations and very best wishes to Helen Atkins and Dave Richards on the birth of their daughter earlier today.
1211213,0,"Remembering Alma Patricia Borrell, grandmother of 5-6"
1211213,1,First in hand: 1-2
1211213,2,First at this address
1530355,0,First in method for Sam
1211234,0,First for 43 years; 4.
1211169,0,Rung in memory of Gordon Corby
1211169,1,1st in method for all except Treble
1211242,0,Rung as a belated birthday compliment for ringer of 5.
1211242,1,First conducting this method from the treble: 1
1211242,2,"First quarter of method: 2, 3"
1211138,0,First London Minor - 4.
1211208,0,1st in method for all the band except 5.
1211209,0,Rung as a birthday compliment to Joanne Waller.
1905648,0,"With best wishes from the band (and David Marshall, who was unable to take part in what should have been a peal of Royal) to Pat, prior to her imminent emigration to Gloucestershire."
1905648,1,100th peal together : 1-2 and 3-4.
1724154,0,"1st Lincolnshire S Royal - 2,3 & 6"
